id,osm_type,lat,lon,label,island,distance_m,toilets_num,image_url,missing_tags,wikimedia_commons_title,wikimedia_commons_url,access,opening_hours,fee,wheelchair,toilets:number,unisex,drinking_water,changing_table,toilet:paper,indoor,operator,website,source,wikidata,wikimedia_commons,image
2908787775,node,59.48378289999997,18.813885199999998,SAT Finnhamn,Finnhamn,10.5,1,,"access, opening_hours, fee, wheelchair, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,,,,,,,,,,,,,,,,
2908787815,node,59.48098240000001,18.8125524,SAT Finnhamn,Finnhamn,7.3,2,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/SAT_Finnhamn_Idholmen_toalett_stugbyn.jpg/960px-SAT_Finnhamn_Idholmen_toalett_stugbyn.jpg,"access, opening_hours, drinking_water, changing_table, toilet:paper, indoor, website, source",,,,,no,no,2,yes,,,,,Skärgårdsstiftelsen,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/SAT_Finnhamn_Idholmen_toalett_stugbyn.jpg/960px-SAT_Finnhamn_Idholmen_toalett_stugbyn.jpg
2908787816,node,59.4789819,18.8133827,SAT Finnhamn,Finnhamn,2.2,1,,"access, opening_hours, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,,,no,no,,,,,,,,,,,,
2943477509,node,59.03638039999999,18.519132,SAT Fjärdlång,Fjärdlång,5.0,1,,"access, opening_hours, fee, wheelchair, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,,,,,,,,,,,,,,,,
2960940412,node,59.85984110000001,19.1225337,SAT Arholma,Arholma,22.0,1,,"opening_hours, fee, wheelchair, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,customers,,,,,,,,,,,,,,,
4239095028,node,59.4071649,18.5563732,SAT Grinda,Grinda,117.2,1,,"access, opening_hours, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,,,no,no,,,,,,,,,,,,
4239166142,node,59.4092087,18.5756034,SAT Grinda,Grinda,13.3,1,,"access, opening_hours, fee, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,,,,no,,,,,,,,,,,,
4314791694,node,58.9252493,18.1684185,SAT Rånö,Rånö,44.0,1,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/R%C3%A5n%C3%B6_20250802_09.jpg/1536px-R%C3%A5n%C3%B6_20250802_09.jpg,"opening_hours, toilets:number, unisex, changing_table, toilet:paper, indoor, operator, website, source",Category:Skutviken_public_toilet_Rånö,https://commons.wikimedia.org/wiki/Category:Skutviken_public_toilet_R%C3%A5n%C3%B6,yes,,no,no,,,no,,,,,,,,Category:Skutviken_public_toilet_Rånö,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/R%C3%A5n%C3%B6_20250802_09.jpg/1536px-R%C3%A5n%C3%B6_20250802_09.jpg
4962580122,node,59.0366583,18.5174209,SAT Fjärdlång,Fjärdlång,82.4,1,,"access, opening_hours, fee, wheelchair, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,,,,,,,,,,,,,,,,
4964700616,node,59.466417599999986,18.753954199999995,SAT Ingmarsö,Ingmarsö,51.8,1,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Ingmars%C3%B6_202508_SAT_04.jpg/1536px-Ingmars%C3%B6_202508_SAT_04.jpg,"opening_hours, fee, toilets:number, unisex, drinking_water, toilet:paper, indoor, operator, website, source",Category:Ingmarsö_guest_harbor_toilet_4964700616,https://commons.wikimedia.org/wiki/Category:Ingmars%C3%B6_guest_harbor_toilet_4964700616,yes,,,no,,,,no,,,,,,,Category:Ingmarsö_guest_harbor_toilet_4964700616,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Ingmars%C3%B6_202508_SAT_04.jpg/1536px-Ingmars%C3%B6_202508_SAT_04.jpg
4986599082,node,59.776907599999994,19.0907483,SAT Lidö,Lidö,7.8,1,,"access, opening_hours, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,,,no,no,,,,,,,,,,,,
4986606253,node,59.77325660000001,19.079320699999997,SAT Lidö,Lidö,50.7,1,,"access, opening_hours, fee, wheelchair, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, website, source",,,,,,,,,,,,,Skärgårdsstiftelsen,,,,,
5005120552,node,58.97020909999999,18.324467800000004,SAT Utö,Utö,33.6,1,,"opening_hours, fee, toilets:number, changing_table, toilet:paper, indoor, operator, website, source",,,customers,,,no,,yes,yes,,,,,,,,,
5005791361,node,58.966992099999985,18.3185622,SAT Utö,Utö,19.1,1,,"opening_hours, fee, toilets:number, drinking_water, changing_table, toilet:paper, indoor, website, source",,,customers,,,limited,,yes,,,,,Utö Camping,,,,,
5005793728,node,58.9680089,18.3194495,SAT Utö,Utö,10.4,1,,"access, opening_hours, fee, wheelchair, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,,,,,,,,,,,,,,,,
5006428827,node,58.9702909,18.3247412,SAT Utö,Utö,17.2,1,,"opening_hours, fee, wheelchair, toilets:number, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,yes,,,,,yes,,,,,,,,,,
5009607109,node,59.48195009999999,18.8096596,SAT Finnhamn,Finnhamn,15.7,1,,"access, opening_hours, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,,,no,no,,,,,,,,,,,,
5728810295,node,58.919449900000004,18.192626700000005,SAT Ålö,Ålö,63.1,1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/%C3%85l%C3%B6_och_Stora_sand_20250805_05.jpg/1280px-%C3%85l%C3%B6_och_Stora_sand_20250805_05.jpg,"opening_hours, wheelchair, toilets:number, drinking_water, changing_table, toilet:paper, indoor, website, source",Category:Båtshaket toilets,https://commons.wikimedia.org/wiki/Category:B%C3%A5tshaket%20toilets,customers,,no,,,yes,,,,,Båtshaket,,,,Category:Båtshaket toilets,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/%C3%85l%C3%B6_och_Stora_sand_20250805_05.jpg/1280px-%C3%85l%C3%B6_och_Stora_sand_20250805_05.jpg
5728811148,node,58.92029519999999,18.1955009,SAT Ålö,Ålö,8.2,1,https://upload.wikimedia.org/wikipedia/commons/8/83/SAT_%C3%85l%C3%B6_2025_maj_%28241%29_toalett.jpg,"wheelchair, toilets:number, toilet:paper, indoor, website, source","Category:Ålö_brygga,_public_toilets",https://commons.wikimedia.org/wiki/Category:%C3%85l%C3%B6_brygga%2C_public_toilets,yes,24/7,no,,,yes,no,no,,,Skärgårdsstiftelsen,,,,"Category:Ålö_brygga,_public_toilets",https://upload.wikimedia.org/wikipedia/commons/8/83/SAT_%C3%85l%C3%B6_2025_maj_%28241%29_toalett.jpg
5734098673,node,59.28911689999998,18.9056252,SAT Sandhamn,Sandön,47.0,1,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Fl%C3%A4skberget_AED.jpg/2560px-Fl%C3%A4skberget_AED.jpg,"wheelchair, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,public,8:00-18:00,no,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Fl%C3%A4skberget_AED.jpg/2560px-Fl%C3%A4skberget_AED.jpg
5744466280,node,59.8532707,19.113137099999996,SAT Arholma,Arholma,59.7,2,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Arholma_SAT_20250813_23_toaletter_g%C3%A4sthamn.jpg/1536px-Arholma_SAT_20250813_23_toaletter_g%C3%A4sthamn.jpg,"opening_hours, fee, wheelchair, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",Category:Arholma campsite public toilets,https://commons.wikimedia.org/wiki/Category:Arholma%20campsite%20public%20toilets,yes,,,,2,yes,,,,,,,,,Category:Arholma campsite public toilets,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Arholma_SAT_20250813_23_toaletter_g%C3%A4sthamn.jpg/1536px-Arholma_SAT_20250813_23_toaletter_g%C3%A4sthamn.jpg
5745003238,node,59.8608766,19.1235092,SAT Arholma,Arholma,2.8,1,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/SAT_Arholma_20250813_-_13.jpg/1536px-SAT_Arholma_20250813_-_13.jpg,"access, opening_hours, wheelchair, toilets:number, drinking_water, changing_table, toilet:paper, indoor, website, source",,,,,no,,,yes,,,,,Arholma Nord,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/SAT_Arholma_20250813_-_13.jpg/1536px-SAT_Arholma_20250813_-_13.jpg
5745003241,node,59.8543557,19.1118376,SAT Arholma,Arholma,190.6,2,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Arholma_SAT_20250813_14_toalett.jpg/2560px-Arholma_SAT_20250813_14_toalett.jpg,"opening_hours, wheelchair, drinking_water, toilet:paper, indoor, operator, website, source",Category:Ahlmansvikens_gästhamnen_toaletter,https://commons.wikimedia.org/wiki/Category:Ahlmansvikens_g%C3%A4sthamnen_toaletter,yes,,no,,2,yes,,no,,,,,,,Category:Ahlmansvikens_gästhamnen_toaletter,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Arholma_SAT_20250813_14_toalett.jpg/2560px-Arholma_SAT_20250813_14_toalett.jpg
5798509131,node,58.9280737,18.1906172,SAT Rånö,Rånö,28.2,1,,"opening_hours, fee, wheelchair, toilets:number, unisex, changing_table, toilet:paper, indoor, operator, website, source",,,yes,,,,,,no,,,,,,,,,
5856137513,node,59.478485699999986,18.793981899999995,SAT Ingmarsö,Ingmarsö,22.8,1,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Ingmars%C3%B6_202508_SAT_28.jpg/2560px-Ingmars%C3%B6_202508_SAT_28.jpg,"opening_hours, toilets:number, drinking_water, toilet:paper, indoor, operator, website, source",Category:Kålgardsön_toilets_5856137513,https://commons.wikimedia.org/wiki/Category:K%C3%A5lgards%C3%B6n_toilets_5856137513,yes,,no,no,,yes,,yes,,,,,,,Category:Kålgardsön_toilets_5856137513,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Ingmars%C3%B6_202508_SAT_28.jpg/2560px-Ingmars%C3%B6_202508_SAT_28.jpg
5860556339,node,59.40629880000001,18.8832483,SAT Möja,Möja,12.0,1,,"access, opening_hours, fee, wheelchair, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,,,,,,,,,,,,,,,,
6724706158,node,58.959321999999986,18.332807399999997,SAT Utö,Utö,6.0,1,,"access, opening_hours, fee, wheelchair, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,,,,,,,,,,,,,,,,
7997530880,node,59.0722851,18.3865883,SAT Ornö,Ornö,4.3,1,,"access, opening_hours, toilets:number, drinking_water, toilet:paper, indoor, operator, website, source",,,,,no,no,,yes,,no,,,,,,,,
8870415588,node,59.4048042,18.573793,SAT Grinda,Grinda,188.0,1,,"opening_hours, wheelchair, toilets:number, changing_table, toilet:paper, indoor, operator, website, source",,,yes,,no,,,yes,no,,,,,,,,,
9907275660,node,58.744799100000016,17.8646791,SAT Landsort,Öja,24.6,1,,"toilets:number, drinking_water, toilet:paper, indoor, operator, website, source",,,yes,24/7,no,no,,yes,,no,,,,,,,,
10049770242,node,59.47593390000001,18.7498729,SAT Ingmarsö,Ingmarsö,4.8,1,,"access, opening_hours, fee, wheelchair, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,,,,,,,,,,,,,,,,
11080859473,node,59.048948199999984,18.5226354,SAT Fjärdlång,Fjärdlång,51.6,1,,"opening_hours, fee, toilets:number, drinking_water, toilet:paper, indoor, website, source",,,yes,,,limited,,yes,,no,,,Skärgårdsstiftelsen,,,,,
11084999217,node,59.037049,18.5153119,SAT Fjärdlång,Fjärdlång,14.8,1,https://upload.wikimedia.org/wikipedia/commons/b/bd/SAT_Fj%C3%A4rdl%C3%A5ng_2025_april_toaletter_t%C3%A4ltplats.jpg,"opening_hours, fee, wheelchair, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",Category:Fjärdlång_toilet_11084999217,https://commons.wikimedia.org/wiki/Category:Fj%C3%A4rdl%C3%A5ng_toilet_11084999217,yes,,,,,,,,,,,,,,Category:Fjärdlång_toilet_11084999217,https://upload.wikimedia.org/wikipedia/commons/b/bd/SAT_Fj%C3%A4rdl%C3%A5ng_2025_april_toaletter_t%C3%A4ltplats.jpg
11092271868,node,58.9372489,18.182648899999997,SAT Rånö,Rånö,39.7,1,,"access, opening_hours, fee, wheelchair, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,,,,,,,,,,,,,,,,
12085564579,node,59.4795502,18.8051661,SAT Finnhamn,Finnhamn,54.6,1,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/SAT_Finnhamn_2025_april_pojkarnas_udde.jpg/1024px-SAT_Finnhamn_2025_april_pojkarnas_udde.jpg,"opening_hours, fee, toilets:number, drinking_water, toilet:paper, indoor, operator, website, source",,,yes,,,no,,yes,,no,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/SAT_Finnhamn_2025_april_pojkarnas_udde.jpg/1024px-SAT_Finnhamn_2025_april_pojkarnas_udde.jpg
12723432176,node,58.92704649999999,18.1899815,SAT Rånö,Rånö,42.5,2,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/SAT_R%C3%A5n%C3%B6_toaletter_vid_t%C3%A4ltplatsen.jpg/3024px-SAT_R%C3%A5n%C3%B6_toaletter_vid_t%C3%A4ltplatsen.jpg,"wheelchair, drinking_water, changing_table, toilet:paper, indoor, website, source",Category:Rånö_camp_site_toilets,https://commons.wikimedia.org/wiki/Category:R%C3%A5n%C3%B6_camp_site_toilets,yes,24/7,no,,2,yes,,,,,Skärgårdsstiftelsen,,,,Category:Rånö_camp_site_toilets,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/SAT_R%C3%A5n%C3%B6_toaletter_vid_t%C3%A4ltplatsen.jpg/3024px-SAT_R%C3%A5n%C3%B6_toaletter_vid_t%C3%A4ltplatsen.jpg
12748135109,node,58.87168400000002,18.1313502,SAT Nåttarö,Nåttarö,14.7,1,,"access, opening_hours, fee, wheelchair, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,,,,,,,,,,,,,,,,
12815485678,node,59.6100827,18.8263119,SAT Yxlan,Yxlan,94.3,1,https://upload.wikimedia.org/wikipedia/commons/8/84/SAT_Yxlan_2025_maj_5_-_Hamnholmen_toalett_%281%29.jpg,"access, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",Category:Hamnholmen_toalett,https://commons.wikimedia.org/wiki/Category:Hamnholmen_toalett,,24/7,no,no,1,yes,,,,,,,,,Category:Hamnholmen_toalett,https://upload.wikimedia.org/wikipedia/commons/8/84/SAT_Yxlan_2025_maj_5_-_Hamnholmen_toalett_%281%29.jpg
12836949181,node,59.47555409999999,18.821863899999997,SAT Finnhamn,Finnhamn,3.4,1,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/SAT_Finnhamn_2025_april_sopor_toalett.jpg/1024px-SAT_Finnhamn_2025_april_sopor_toalett.jpg,"opening_hours, toilets:number, unisex, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",Category:Lilla_Jolpan_toalett_node_12836949181,https://commons.wikimedia.org/wiki/Category:Lilla_Jolpan_toalett_node_12836949181,no,,no,no,,,,,,,,,,,Category:Lilla_Jolpan_toalett_node_12836949181,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/SAT_Finnhamn_2025_april_sopor_toalett.jpg/1024px-SAT_Finnhamn_2025_april_sopor_toalett.jpg
12849416944,node,58.87755119999999,18.1324348,SAT Nåttarö,Nåttarö,79.3,1,https://upload.wikimedia.org/wikipedia/commons/3/31/SATN%C3%A5ttar%C3%B6_2025_april_toalett_Storsand.jpg,"wheelchair, toilets:number, drinking_water, changing_table, toilet:paper, indoor, website, source",Category:Nåttarö_public_toilets_Storsand,https://commons.wikimedia.org/wiki/Category:N%C3%A5ttar%C3%B6_public_toilets_Storsand,yes,24/7,no,,,yes,,,,,Skärgårdsstiftelsen,,,,Category:Nåttarö_public_toilets_Storsand,https://upload.wikimedia.org/wikipedia/commons/3/31/SATN%C3%A5ttar%C3%B6_2025_april_toalett_Storsand.jpg
13037259125,node,58.8803181,18.111406799999997,SAT Nåttarö,Nåttarö,6.1,3,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/N%C3%A5ttar%C3%B6_20250731_batch_10.jpg/1280px-N%C3%A5ttar%C3%B6_20250731_batch_10.jpg,"fee, drinking_water, changing_table, toilet:paper, indoor, website, source",,,official,24/7,,yes,3,yes,,,,,Skärgårdsstiftelsen,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/N%C3%A5ttar%C3%B6_20250731_batch_10.jpg/1280px-N%C3%A5ttar%C3%B6_20250731_batch_10.jpg
13041364818,node,58.880430099999984,18.116073400000005,SAT Nåttarö,Nåttarö,63.2,1,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/SATN%C3%A5ttar%C3%B6_2025_april_%28246%29_toalett.jpg/500px-SATN%C3%A5ttar%C3%B6_2025_april_%28246%29_toalett.jpg,"opening_hours, fee, wheelchair, toilets:number, unisex, toilet:paper, indoor, operator, website, source",Category:Nåttarö_toilet_13041364818,https://commons.wikimedia.org/wiki/Category:N%C3%A5ttar%C3%B6_toilet_13041364818,yes,,,,,,yes,no,,,,,,,Category:Nåttarö_toilet_13041364818,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/SATN%C3%A5ttar%C3%B6_2025_april_%28246%29_toalett.jpg/500px-SATN%C3%A5ttar%C3%B6_2025_april_%28246%29_toalett.jpg
13041911527,node,58.744608299999996,17.8652507,SAT Landsort,Öja,9.3,1,,"toilets:number, drinking_water, toilet:paper, indoor, operator, website, source",,,yes,24/7,no,no,,yes,,no,,,,,,,,
13045581191,node,58.91968700000001,18.1764135,SAT Rånö,Rånö,31.6,2,,"opening_hours, drinking_water, toilet:paper, indoor, operator, website, source",,,customers,,no,no,2,yes,,no,,,,,,,,
13045581192,node,58.9198493,18.1751578,SAT Rånö,Rånö,10.1,1,,"toilets:number, drinking_water, toilet:paper, indoor, website, source",,,yes,24/7,no,yes,,yes,,yes,,,Skärgårdsstiftelsen,,,,,
13050416339,node,58.97851279999998,18.3634318,SAT Utö,Utö,1.9,1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/SAT_Ut%C3%B6_20250805_vandring_Norra_08.jpg/3024px-SAT_Ut%C3%B6_20250805_vandring_Norra_08.jpg,"opening_hours, toilets:number, drinking_water, toilet:paper, indoor, operator, website, source",Category:Utö_public_toilets_13050416339,https://commons.wikimedia.org/wiki/Category:Ut%C3%B6_public_toilets_13050416339,yes,,no,no,,yes,,no,,,,,,,Category:Utö_public_toilets_13050416339,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/SAT_Ut%C3%B6_20250805_vandring_Norra_08.jpg/3024px-SAT_Ut%C3%B6_20250805_vandring_Norra_08.jpg
13061745475,node,59.48247860000001,18.824970899999997,SAT Finnhamn,Finnhamn,27.1,1,,"opening_hours, wheelchair, toilets:number, drinking_water, changing_table, toilet:paper, indoor, operator, website, source",,,customers,,no,,,yes,,,,,,,,,,
13061781619,node,59.481327699999994,18.8234623,SAT Finnhamn,Finnhamn,52.5,1,,"opening_hours, toilets:number, unisex, drinking_water, toilet:paper, indoor, operator, website, source",,,yes,,no,no,,,,no,,,,,,,,
13063312449,node,59.469258200000006,18.7607388,SAT Ingmarsö,Ingmarsö,23.1,1,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Ingmars%C3%B6_202508_SAT_11.jpg/1536px-Ingmars%C3%B6_202508_SAT_11.jpg,"fee, toilets:number, drinking_water, toilet:paper, indoor, operator, website, source",Category:Ingmarsö_bygdegård_Urkan_toilets_13063312449,https://commons.wikimedia.org/wiki/Category:Ingmars%C3%B6_bygdeg%C3%A5rd_Urkan_toilets_13063312449,yes,24/7,,no,,yes,,no,,,,,,,Category:Ingmarsö_bygdegård_Urkan_toilets_13063312449,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Ingmars%C3%B6_202508_SAT_11.jpg/1536px-Ingmars%C3%B6_202508_SAT_11.jpg
13063317163,node,59.46726720000001,18.757257,SAT Ingmarsö,Ingmarsö,21.6,1,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Ingmars%C3%B6_202508_SAT_08.jpg/1280px-Ingmars%C3%B6_202508_SAT_08.jpg,"opening_hours, toilets:number, unisex, drinking_water, toilet:paper, indoor, operator, website, source",Category:Ingmarsö bageri toilets 13063317163,https://commons.wikimedia.org/wiki/Category:Ingmars%C3%B6%20bageri%20toilets%2013063317163,customers,,no,no,,,,no,,,,,,,Category:Ingmarsö bageri toilets 13063317163,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Ingmars%C3%B6_202508_SAT_08.jpg/1280px-Ingmars%C3%B6_202508_SAT_08.jpg
